,DAUID,PRNAME
1564474,46090049,Manitoba
1564475,46090049,Manitoba
1564514,46090051,Manitoba
1564515,46090051,Manitoba
1564554,46090052,Manitoba
1564555,46090052,Manitoba
1564594,46090053,Manitoba
1564595,46090053,Manitoba
1564874,46040038,Manitoba
1564875,46040038,Manitoba
1564914,46070183,Manitoba
1564915,46070183,Manitoba
1564954,46070184,Manitoba
1564955,46070184,Manitoba
1565034,46040042,Manitoba
1565035,46040042,Manitoba
1565074,46040043,Manitoba
1565075,46040043,Manitoba
1565114,46040044,Manitoba
1565115,46040044,Manitoba
1565154,46040045,Manitoba
1565155,46040045,Manitoba
1565594,46090045,Manitoba
1565595,46090045,Manitoba
1565634,46090046,Manitoba
1565635,46090046,Manitoba
1565714,46010070,Manitoba
1565715,46010070,Manitoba
1565754,46010071,Manitoba
1565755,46010071,Manitoba
1565794,46010072,Manitoba
1565795,46010072,Manitoba
1565834,46010073,Manitoba
1565835,46010073,Manitoba
1565874,46010074,Manitoba
1565875,46010074,Manitoba
1565914,46010075,Manitoba
1565915,46010075,Manitoba
1565954,46010079,Manitoba
1565955,46010079,Manitoba
1565994,46010080,Manitoba
1565995,46010080,Manitoba
1566074,46020087,Manitoba
1566075,46020087,Manitoba
1566114,46020088,Manitoba
1566115,46020088,Manitoba
1566194,46020090,Manitoba
1566195,46020090,Manitoba
1566234,46020091,Manitoba
1566235,46020091,Manitoba
1566394,46030067,Manitoba
1566395,46030067,Manitoba
1566434,46030068,Manitoba
1566435,46030068,Manitoba
1566474,46010076,Manitoba
1566475,46010076,Manitoba
1566514,46010077,Manitoba
1566515,46010077,Manitoba
1566554,46010078,Manitoba
1566555,46010078,Manitoba
1568234,46020105,Manitoba
1568235,46020105,Manitoba
1568274,46030101,Manitoba
1568275,46030101,Manitoba
1568314,46030102,Manitoba
1568315,46030102,Manitoba
1568354,46030103,Manitoba
1568355,46030103,Manitoba
1569154,46110358,Manitoba
1569155,46110358,Manitoba
1569274,46110361,Manitoba
1569275,46110361,Manitoba
1571914,35570364,Ontario
1571915,35570364,Ontario
1571954,35570365,Ontario
1571955,35570365,Ontario
1571994,35570367,Ontario
1571995,35570367,Ontario
1572034,35570370,Ontario
1572035,35570370,Ontario
1572074,35570371,Ontario
1572075,35570371,Ontario
1572114,35570372,Ontario
1572115,35570372,Ontario
1575194,46070185,Manitoba
1575195,46070185,Manitoba
1575234,46070186,Manitoba
1575235,46070186,Manitoba
1575274,46070187,Manitoba
1575275,46070187,Manitoba
1575314,46010107,Manitoba
1575315,46010107,Manitoba
1575354,46010108,Manitoba
1575355,46010108,Manitoba
1575394,46010109,Manitoba
1575395,46010109,Manitoba
1576714,46020110,Manitoba
1576715,46020110,Manitoba
1576834,46020113,Manitoba
1576835,46020113,Manitoba
1576874,46020114,Manitoba
1576875,46020114,Manitoba
1576914,46020115,Manitoba
1576915,46020115,Manitoba
1576954,46020116,Manitoba
1576955,46020116,Manitoba
1576994,46020117,Manitoba
1576995,46020117,Manitoba
1577034,46020118,Manitoba
1577035,46020118,Manitoba
1577114,46020169,Manitoba
1577115,46020169,Manitoba
1577154,46030060,Manitoba
1577155,46030060,Manitoba
1577274,46030063,Manitoba
1577275,46030063,Manitoba
1577314,46030064,Manitoba
1577315,46030064,Manitoba
1577394,46020109,Manitoba
1577395,46020109,Manitoba
1577434,46030107,Manitoba
1577435,46030107,Manitoba
1577474,46030108,Manitoba
1577475,46030108,Manitoba
1577514,46030109,Manitoba
1577515,46030109,Manitoba
1577714,46030114,Manitoba
1577715,46030114,Manitoba
1577754,46030118,Manitoba
1577755,46030118,Manitoba
1577794,46030119,Manitoba
1577795,46030119,Manitoba
1577834,46030120,Manitoba
1577835,46030120,Manitoba
1579234,46030104,Manitoba
1579235,46030104,Manitoba
1579274,46030105,Manitoba
1579275,46030105,Manitoba
1579314,46030106,Manitoba
1579315,46030106,Manitoba
1579354,46060045,Manitoba
1579355,46060045,Manitoba
1582554,35580377,Ontario
1582555,35580377,Ontario
1582594,35580378,Ontario
1582595,35580378,Ontario
1582634,35580379,Ontario
1582635,35580379,Ontario
1582674,35580380,Ontario
1582675,35580380,Ontario
1582714,35580381,Ontario
1582715,35580381,Ontario
1583754,46110877,Manitoba
1583755,46110877,Manitoba
1584874,46110509,Manitoba
1584875,46110509,Manitoba
1585074,46020066,Manitoba
1585075,46020066,Manitoba
1585114,46020067,Manitoba
1585115,46020067,Manitoba
1585154,46020068,Manitoba
1585155,46020068,Manitoba
1585234,46020143,Manitoba
1585235,46020143,Manitoba
1585274,46020144,Manitoba
1585275,46020144,Manitoba
1585314,46020145,Manitoba
1585315,46020145,Manitoba
1585354,46020146,Manitoba
1585355,46020146,Manitoba
1586474,46030121,Manitoba
1586475,46030121,Manitoba
1586514,46030122,Manitoba
1586515,46030122,Manitoba
1586554,46030123,Manitoba
1586555,46030123,Manitoba
1586594,46030124,Manitoba
1586595,46030124,Manitoba
1586634,46030125,Manitoba
1586635,46030125,Manitoba
1586674,46030126,Manitoba
1586675,46030126,Manitoba
1586794,46030129,Manitoba
1586795,46030129,Manitoba
1586834,46030130,Manitoba
1586835,46030130,Manitoba
1587074,46050061,Manitoba
1587075,46050061,Manitoba
1587114,46050062,Manitoba
1587115,46050062,Manitoba
1587154,46050064,Manitoba
1587155,46050064,Manitoba
1587194,46050065,Manitoba
1587195,46050065,Manitoba
1587234,46050066,Manitoba
1587235,46050066,Manitoba
1587274,46050067,Manitoba
1587275,46050067,Manitoba
1587314,46030116,Manitoba
1587315,46030116,Manitoba
1587354,46030117,Manitoba
1587355,46030117,Manitoba
1587394,46070102,Manitoba
1587395,46070102,Manitoba
1587514,46111117,Manitoba
1587515,46111117,Manitoba
1587554,46111118,Manitoba
1587555,46111118,Manitoba
1587714,46070106,Manitoba
1587715,46070106,Manitoba
1588074,46020166,Manitoba
1588075,46020166,Manitoba
1588114,46020167,Manitoba
1588115,46020167,Manitoba
1588154,46020168,Manitoba
1588155,46020168,Manitoba
1588194,46050055,Manitoba
1588195,46050055,Manitoba
1588274,46050057,Manitoba
1588275,46050057,Manitoba
1588394,46060046,Manitoba
1588395,46060046,Manitoba
1588434,46060047,Manitoba
1588435,46060047,Manitoba
1588474,46070100,Manitoba
1588475,46070100,Manitoba
1588514,46070101,Manitoba
1588515,46070101,Manitoba
1588594,35600394,Ontario
1588595,35600394,Ontario
1588634,35600395,Ontario
1588635,35600395,Ontario
1588754,35600398,Ontario
1588755,35600398,Ontario
1588794,35600399,Ontario
1588795,35600399,Ontario
1588834,35600400,Ontario
1588835,35600400,Ontario
1588874,35600401,Ontario
1588875,35600401,Ontario
1588914,35600402,Ontario
1588915,35600402,Ontario
1588954,35600403,Ontario
1588955,35600403,Ontario
1589954,46100024,Manitoba
1589955,46100024,Manitoba
1590034,46110879,Manitoba
1590035,46110879,Manitoba
1590714,46060042,Manitoba
1590715,46060042,Manitoba
1590754,46060043,Manitoba
1590755,46060043,Manitoba
1590794,46060044,Manitoba
1590795,46060044,Manitoba
1590834,46070105,Manitoba
1590835,46070105,Manitoba
1590874,35600390,Ontario
1590875,35600390,Ontario
1590914,35580467,Ontario
1590915,35580467,Ontario
1590954,35580468,Ontario
1590955,35580468,Ontario
1591194,35580476,Ontario
1591195,35580476,Ontario
1591634,46080035,Manitoba
1591635,46080035,Manitoba
1591674,46080036,Manitoba
1591675,46080036,Manitoba
1592074,46080041,Manitoba
1592075,46080041,Manitoba
1592554,35580461,Ontario
1592555,35580461,Ontario
1592594,35580462,Ontario
1592595,35580462,Ontario
1592634,35580463,Ontario
1592635,35580463,Ontario
1592674,35580465,Ontario
1592675,35580465,Ontario
1592714,35580466,Ontario
1592715,35580466,Ontario
1592754,35600306,Ontario
1592755,35600306,Ontario
1592794,35600307,Ontario
1592795,35600307,Ontario
1592834,46020147,Manitoba
1592835,46020147,Manitoba
1592914,46040039,Manitoba
1592915,46040039,Manitoba
1592954,46040040,Manitoba
1592955,46040040,Manitoba
1592994,46040041,Manitoba
1592995,46040041,Manitoba
1593194,46110962,Manitoba
1593195,46110962,Manitoba
1593274,46070103,Manitoba
1593275,46070103,Manitoba
1593474,46070107,Manitoba
1593475,46070107,Manitoba
1593794,46020140,Manitoba
1593795,46020140,Manitoba
1593834,46020141,Manitoba
1593835,46020141,Manitoba
1593874,46020142,Manitoba
1593875,46020142,Manitoba
1593914,46040035,Manitoba
1593915,46040035,Manitoba
1594154,47150344,Saskatchewan
1594155,47150344,Saskatchewan
1594194,47150345,Saskatchewan
1594195,47150345,Saskatchewan
1594234,47150346,Saskatchewan
1594235,47150346,Saskatchewan
1594274,47150347,Saskatchewan
1594275,47150347,Saskatchewan
1594314,47150348,Saskatchewan
1594315,47150348,Saskatchewan
1594354,47150349,Saskatchewan
1594355,47150349,Saskatchewan
1594874,46090085,Manitoba
1594875,46090085,Manitoba
1594914,46090086,Manitoba
1594915,46090086,Manitoba
1594954,46090087,Manitoba
1594955,46090087,Manitoba
1594994,46090088,Manitoba
1594995,46090088,Manitoba
1595034,46090089,Manitoba
1595035,46090089,Manitoba
1595114,46200051,Manitoba
1595115,46200051,Manitoba
1595154,46200052,Manitoba
1595155,46200052,Manitoba
1595194,46210058,Manitoba
1595195,46210058,Manitoba
1595394,46210063,Manitoba
1595395,46210063,Manitoba
1595474,46111207,Manitoba
1595475,46111207,Manitoba
1595554,46111211,Manitoba
1595555,46111211,Manitoba
1595834,46130123,Manitoba
1595835,46130123,Manitoba
1595874,46130124,Manitoba
1595875,46130124,Manitoba
1595914,46090090,Manitoba
1595915,46090090,Manitoba
1595954,47140207,Saskatchewan
1595955,47140207,Saskatchewan
1596034,47150387,Saskatchewan
1596035,47150387,Saskatchewan
1596074,47150388,Saskatchewan
1596075,47150388,Saskatchewan
1596114,47150389,Saskatchewan
1596115,47150389,Saskatchewan
1596354,47150395,Saskatchewan
1596355,47150395,Saskatchewan
1596394,46210064,Manitoba
1596395,46210064,Manitoba
1596634,46210070,Manitoba
1596635,46210070,Manitoba
1596674,46070195,Manitoba
1596675,46070195,Manitoba
1596714,46070196,Manitoba
1596715,46070196,Manitoba
1596754,46070197,Manitoba
1596755,46070197,Manitoba
1596794,46090091,Manitoba
1596795,46090091,Manitoba
1596834,46090092,Manitoba
1596835,46090092,Manitoba
1596874,46090093,Manitoba
1596875,46090093,Manitoba
1597154,47140225,Saskatchewan
1597155,47140225,Saskatchewan
1597194,47140227,Saskatchewan
1597195,47140227,Saskatchewan
1597234,47140228,Saskatchewan
1597235,47140228,Saskatchewan
1597314,47080126,Saskatchewan
1597315,47080126,Saskatchewan
1597354,47080127,Saskatchewan
1597355,47080127,Saskatchewan
1597394,47080128,Saskatchewan
1597395,47080128,Saskatchewan
1597434,47080129,Saskatchewan
1597435,47080129,Saskatchewan
1597474,47080130,Saskatchewan
1597475,47080130,Saskatchewan
1597514,47080131,Saskatchewan
1597515,47080131,Saskatchewan
1597554,47080132,Saskatchewan
1597555,47080132,Saskatchewan
1597594,47080133,Saskatchewan
1597595,47080133,Saskatchewan
1597634,47100134,Saskatchewan
1597635,47100134,Saskatchewan
1597674,47100135,Saskatchewan
1597675,47100135,Saskatchewan
1597714,46070198,Manitoba
1597715,46070198,Manitoba
1597754,46070199,Manitoba
1597755,46070199,Manitoba
1597954,46130118,Manitoba
1597955,46130118,Manitoba
1597994,46210073,Manitoba
1597995,46210073,Manitoba
1598034,46210074,Manitoba
1598035,46210074,Manitoba
1598074,46210075,Manitoba
1598075,46210075,Manitoba
1598114,46210076,Manitoba
1598115,46210076,Manitoba
1598154,46210077,Manitoba
1598155,46210077,Manitoba
1598194,46210078,Manitoba
1598195,46210078,Manitoba
1598234,46210079,Manitoba
1598235,46210079,Manitoba
1598274,46210080,Manitoba
1598275,46210080,Manitoba
1598314,47100161,Saskatchewan
1598315,47100161,Saskatchewan
1598354,47100162,Saskatchewan
1598355,47100162,Saskatchewan
1598394,47100163,Saskatchewan
1598395,47100163,Saskatchewan
1598434,47100164,Saskatchewan
1598435,47100164,Saskatchewan
1598474,47100165,Saskatchewan
1598475,47100165,Saskatchewan
1598514,47100166,Saskatchewan
1598515,47100166,Saskatchewan
1598554,47100167,Saskatchewan
1598555,47100167,Saskatchewan
1598594,47100168,Saskatchewan
1598595,47100168,Saskatchewan
1598634,47100169,Saskatchewan
1598635,47100169,Saskatchewan
1598674,47100170,Saskatchewan
1598675,47100170,Saskatchewan
1598714,47150350,Saskatchewan
1598715,47150350,Saskatchewan
1598754,47110616,Saskatchewan
1598755,47110616,Saskatchewan
1598794,47110618,Saskatchewan
1598795,47110618,Saskatchewan
1598834,47110619,Saskatchewan
1598835,47110619,Saskatchewan
1598874,47160207,Saskatchewan
1598875,47160207,Saskatchewan
1598914,47160209,Saskatchewan
1598915,47160209,Saskatchewan
1598954,47160210,Saskatchewan
1598955,47160210,Saskatchewan
1598994,47160211,Saskatchewan
1598995,47160211,Saskatchewan
1599034,47160212,Saskatchewan
1599035,47160212,Saskatchewan
1599074,47160213,Saskatchewan
1599075,47160213,Saskatchewan
1599114,47160214,Saskatchewan
1599115,47160214,Saskatchewan
1599154,47160215,Saskatchewan
1599155,47160215,Saskatchewan
1599194,47160216,Saskatchewan
1599195,47160216,Saskatchewan
1599234,47160217,Saskatchewan
1599235,47160217,Saskatchewan
1599274,47160218,Saskatchewan
1599275,47160218,Saskatchewan
1599314,47160219,Saskatchewan
1599315,47160219,Saskatchewan
1599354,46130119,Manitoba
1599355,46130119,Manitoba
1599394,46130120,Manitoba
1599395,46130120,Manitoba
1599434,46130121,Manitoba
1599435,46130121,Manitoba
1599474,46130122,Manitoba
1599475,46130122,Manitoba
1599594,46070200,Manitoba
1599595,46070200,Manitoba
1599634,46070201,Manitoba
1599635,46070201,Manitoba
1599674,46070202,Manitoba
1599675,46070202,Manitoba
1599714,46070203,Manitoba
1599715,46070203,Manitoba
1599754,46070204,Manitoba
1599755,46070204,Manitoba
1599794,46070205,Manitoba
1599795,46070205,Manitoba
1599874,47150351,Saskatchewan
1599875,47150351,Saskatchewan
1599914,47160238,Saskatchewan
1599915,47160238,Saskatchewan
1600114,47150358,Saskatchewan
1600115,47150358,Saskatchewan
1600194,47110583,Saskatchewan
1600195,47110583,Saskatchewan
1600234,47110584,Saskatchewan
1600235,47110584,Saskatchewan
1600274,47110585,Saskatchewan
1600275,47110585,Saskatchewan
1600314,47110586,Saskatchewan
1600315,47110586,Saskatchewan
1600354,47110587,Saskatchewan
1600355,47110587,Saskatchewan
1601234,46130065,Manitoba
1601235,46130065,Manitoba
1601274,46130125,Manitoba
1601275,46130125,Manitoba
1601314,46130126,Manitoba
1601315,46130126,Manitoba
1601354,46130127,Manitoba
1601355,46130127,Manitoba
1601394,46130128,Manitoba
1601395,46130128,Manitoba
1601434,46130129,Manitoba
1601435,46130129,Manitoba
1601474,46130130,Manitoba
1601475,46130130,Manitoba
1601634,47150390,Saskatchewan
1601635,47150390,Saskatchewan
1601674,47150391,Saskatchewan
1601675,47150391,Saskatchewan
1601714,47150392,Saskatchewan
1601715,47150392,Saskatchewan
1601754,47150393,Saskatchewan
1601755,47150393,Saskatchewan
1601794,47110615,Saskatchewan
1601795,47110615,Saskatchewan
1601834,47150413,Saskatchewan
1601835,47150413,Saskatchewan
1601874,47150414,Saskatchewan
1601875,47150414,Saskatchewan
1601914,47150415,Saskatchewan
1601915,47150415,Saskatchewan
1601954,47150416,Saskatchewan
1601955,47150416,Saskatchewan
1601994,46130053,Manitoba
1601995,46130053,Manitoba
1602194,46130059,Manitoba
1602195,46130059,Manitoba
1602274,46130061,Manitoba
1602275,46130061,Manitoba
1602354,46130063,Manitoba
1602355,46130063,Manitoba
1602434,46130078,Manitoba
1602435,46130078,Manitoba
1602474,46130066,Manitoba
1602475,46130066,Manitoba
1602514,46130068,Manitoba
1602515,46130068,Manitoba
1602554,46130069,Manitoba
1602555,46130069,Manitoba
1602594,46130070,Manitoba
1602595,46130070,Manitoba
1602634,46130071,Manitoba
1602635,46130071,Manitoba
1602674,46130087,Manitoba
1602675,46130087,Manitoba
1602914,46110306,Manitoba
1602915,46110306,Manitoba
1603554,47150410,Saskatchewan
1603555,47150410,Saskatchewan
1603594,47150411,Saskatchewan
1603595,47150411,Saskatchewan
1603634,47150412,Saskatchewan
1603635,47150412,Saskatchewan
1603674,47150418,Saskatchewan
1603675,47150418,Saskatchewan
1603714,47150420,Saskatchewan
1603715,47150420,Saskatchewan
1603754,47110664,Saskatchewan
1603755,47110664,Saskatchewan
1603794,47100171,Saskatchewan
1603795,47100171,Saskatchewan
1603834,47100172,Saskatchewan
1603835,47100172,Saskatchewan
1603874,47100173,Saskatchewan
1603875,47100173,Saskatchewan
1603914,47100174,Saskatchewan
1603915,47100174,Saskatchewan
1604114,46160033,Manitoba
1604115,46160033,Manitoba
1604234,46160036,Manitoba
1604235,46160036,Manitoba
1604274,46160037,Manitoba
1604275,46160037,Manitoba
1604314,46130090,Manitoba
1604315,46130090,Manitoba
1604434,46130093,Manitoba
1604435,46130093,Manitoba
1604514,46130095,Manitoba
1604515,46130095,Manitoba
1604554,46130096,Manitoba
1604555,46130096,Manitoba
1604594,46130072,Manitoba
1604595,46130072,Manitoba
1604634,46130073,Manitoba
1604635,46130073,Manitoba
1604674,46130074,Manitoba
1604675,46130074,Manitoba
1605114,47110476,Saskatchewan
1605115,47110476,Saskatchewan
1605154,47110477,Saskatchewan
1605155,47110477,Saskatchewan
1605194,47110478,Saskatchewan
1605195,47110478,Saskatchewan
1605234,47110479,Saskatchewan
1605235,47110479,Saskatchewan
1605314,47110481,Saskatchewan
1605315,47110481,Saskatchewan
1605434,46160038,Manitoba
1605435,46160038,Manitoba
1605474,46160039,Manitoba
1605475,46160039,Manitoba
1605954,46160040,Manitoba
1605955,46160040,Manitoba
1605994,46160041,Manitoba
1605995,46160041,Manitoba
1606034,46160042,Manitoba
1606035,46160042,Manitoba
1606074,46160043,Manitoba
1606075,46160043,Manitoba
1606114,46130097,Manitoba
1606115,46130097,Manitoba
1606154,46130098,Manitoba
1606155,46130098,Manitoba
1606194,46130099,Manitoba
1606195,46130099,Manitoba
1606234,46130100,Manitoba
1606235,46130100,Manitoba
1606274,46130101,Manitoba
1606275,46130101,Manitoba
1606314,46130102,Manitoba
1606315,46130102,Manitoba
1606354,46160044,Manitoba
1606355,46160044,Manitoba
1606394,47160243,Saskatchewan
1606395,47160243,Saskatchewan
1606434,47120126,Saskatchewan
1606435,47120126,Saskatchewan
1606474,47120127,Saskatchewan
1606475,47120127,Saskatchewan
1606794,46150070,Manitoba
1606795,46150070,Manitoba
1606834,46150071,Manitoba
1606835,46150071,Manitoba
1606874,46150072,Manitoba
1606875,46150072,Manitoba
1607674,46160045,Manitoba
1607675,46160045,Manitoba
1607714,46160046,Manitoba
1607715,46160046,Manitoba
1607794,46160048,Manitoba
1607795,46160048,Manitoba
1607834,46160049,Manitoba
1607835,46160049,Manitoba
1607874,46160050,Manitoba
1607875,46160050,Manitoba
1607914,46160051,Manitoba
1607915,46160051,Manitoba
1607954,46160052,Manitoba
1607955,46160052,Manitoba
1607994,46190118,Manitoba
1607995,46190118,Manitoba
1608034,46190119,Manitoba
1608035,46190119,Manitoba
1608194,47110617,Saskatchewan
1608195,47110617,Saskatchewan
1608234,47110620,Saskatchewan
1608235,47110620,Saskatchewan
1608274,47110621,Saskatchewan
1608275,47110621,Saskatchewan
1608554,46150073,Manitoba
1608555,46150073,Manitoba
1608594,46150074,Manitoba
1608595,46150074,Manitoba
1608634,46150093,Manitoba
1608635,46150093,Manitoba
1608674,46150075,Manitoba
1608675,46150075,Manitoba
1608714,46150076,Manitoba
1608715,46150076,Manitoba
1608754,46150077,Manitoba
1608755,46150077,Manitoba
1608794,46150078,Manitoba
1608795,46150078,Manitoba
1608834,46150079,Manitoba
1608835,46150079,Manitoba
1608874,46150080,Manitoba
